0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1
0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4
0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 4, 4
0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 2, 4, 1
0, 2, 0, 4, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 8, 1
0, 2, 0, 8, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4
0, 0, 2, 8, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 2, 16, 1
2, 0, 2, 8, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 20, 4
0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1
0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 4, 1
0, 0, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 4
0, 0, 0, 8, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 4
0, 0, 0, 8, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 20, 8, 1
0, 0, 0, 8, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 20, 8, 4
0, 0, 0, 8, 0, 0, 0, 4, 0, 0, 2, 2, 0, 0, 0, 2, 20, 8, 1
0, 0, 2, 8, 0, 0, 0, 4, 0, 2, 0, 4, 0, 0, 0, 0, 24, 8, 1
0, 2, 2, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 0, 32, 8, 1
0, 4, 2, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 52, 16, 4
0, 4, 2, 16, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 52, 16, 1
0, 4, 2, 16, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 56, 16, 3
0, 0, 0, 2, 0, 0, 0, 16, 0, 0, 0, 4, 0, 4, 2, 2, 56, 16, 1
0, 4, 2, 2, 0, 2, 0, 16, 0, 0, 0, 4, 0, 0, 0, 2, 56, 16, 4
0, 0, 4, 4, 0, 0, 2, 16, 0, 0, 0, 4, 0, 2, 0, 2, 60, 16, 4
0, 2, 0, 8, 0, 0, 2, 16, 0, 0, 0, 4, 0, 0, 0, 4, 72, 16, 1
0, 2, 2, 8, 0, 0, 0, 16, 0, 2, 0, 8, 0, 0, 0, 0, 80, 16, 4
0, 0, 4, 8, 0, 0, 0, 16, 0, 0, 2, 8, 0, 2, 0, 0, 84, 16, 4
0, 0, 4, 8, 2, 0, 0, 16, 0, 0, 2, 8, 0, 0, 0, 2, 84, 16, 1
2, 0, 4, 8, 0, 2, 2, 16, 0, 0, 0, 8, 0, 0, 0, 2, 84, 16, 4
0, 2, 4, 8, 0, 0, 4, 16, 2, 0, 0, 8, 0, 0, 0, 2, 88, 16, 1
2, 2, 8, 8, 0, 2, 0, 16, 0, 0, 0, 8, 0, 0, 0, 2, 96, 16, 4
